,first_name,last_name,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,Rank,age,age_group,RA_CODE_2016,RA_NAME_2016,RATIO,PERCENTAGE,Loyalty
149,Hasheem,Groucock,Male,98,Manufacturing,High Net Worth,Yes,10,12351 Spenser Pass,2034,NSW,12,72,47.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
150,Mavra,Finan,Female,30,Property,Affluent Customer,Yes,4,88 Shopko Way,2034,NSW,9,967,54.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
151,Sheena,Kybbye,Female,14,Financial Services,Affluent Customer,Yes,19,306 Clemons Junction,4852,QLD,1,46,65.0,60-69,32.0,Outer Regional Australia,0.9961915,99.619149,Bronze
152,Sheena,Kybbye,Female,14,Financial Services,Affluent Customer,Yes,19,306 Clemons Junction,4852,QLD,1,46,65.0,60-69,33.0,Remote Australia,0.0038085,0.380851,Bronze
153,Jobina,Gobourn,Female,85,Financial Services,High Net Worth,Yes,14,18 Grim Road,4305,QLD,4,46,27.0,18-29,30.0,Major Cities of Australia,0.9981463,99.8146313,Bronze
154,Jobina,Gobourn,Female,85,Financial Services,High Net Worth,Yes,14,18 Grim Road,4305,QLD,4,46,27.0,18-29,31.0,Inner Regional Australia,0.0018537,0.1853687,Bronze
155,Adolpho,Bellerby,Male,46,Financial Services,High Net Worth,Yes,13,2763 Buhler Circle,4305,QLD,4,486,77.0,70+,30.0,Major Cities of Australia,0.9981463,99.8146313,Bronze
156,Adolpho,Bellerby,Male,46,Financial Services,High Net Worth,Yes,13,2763 Buhler Circle,4305,QLD,4,486,77.0,70+,31.0,Inner Regional Australia,0.0018537,0.1853687,Bronze
157,Lucien,Borsi,Male,83,Financial Services,High Net Worth,Yes,19,777 Fairfield Court,4305,QLD,3,486,55.0,50-59,30.0,Major Cities of Australia,0.9981463,99.8146313,Bronze
158,Lucien,Borsi,Male,83,Financial Services,High Net Worth,Yes,19,777 Fairfield Court,4305,QLD,3,486,55.0,50-59,31.0,Inner Regional Australia,0.0018537,0.1853687,Bronze
159,Agnola,Batterson,Female,86,Financial Services,Mass Customer,No,7,216 Bultman Park,4305,QLD,3,747,42.0,40-49,30.0,Major Cities of Australia,0.9981463,99.8146313,Silver
160,Agnola,Batterson,Female,86,Financial Services,Mass Customer,No,7,216 Bultman Park,4305,QLD,3,747,42.0,40-49,31.0,Inner Regional Australia,0.0018537,0.1853687,Silver
161,Gale,Disbrow,Female,59,Financial Services,Mass Customer,Yes,17,169 Bashford Drive,3741,VIC,7,46,44.0,40-49,22.0,Outer Regional Australia,1.0,100.0,Silver
162,Thaxter,Kingsbury,Male,12,Argiculture,Mass Customer,No,20,3 Vermont Lane,2067,NSW,12,50,71.0,70+,10.0,Major Cities of Australia,1.0,100.0,Platinum
163,Heinrick,Shilstone,Male,60,Manufacturing,Affluent Customer,No,10,998 Gale Park,3174,VIC,8,50,44.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Silver
164,Marinna,Kauschke,Female,21,Financial Services,Affluent Customer,Yes,8,9 Forster Circle,3174,VIC,3,595,48.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Platinum
165,Cal,Van den Velde,Male,22,Financial Services,Affluent Customer,Yes,6,77916 Moland Park,3174,VIC,6,755,25.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Silver
166,Rodrique,Vernon,Male,70,Manufacturing,Affluent Customer,No,17,5864 Mcbride Trail,3174,VIC,8,820,43.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Bronze
167,Taylor,Steuhlmeyer,Male,62,Financial Services,Affluent Customer,Yes,5,64 Mcguire Trail,4017,QLD,8,52,22.0,18-29,30.0,Major Cities of Australia,1.0,100.0,Bronze
168,Karlik,Penchen,Male,60,Retail,Mass Customer,No,11,5 Nevada Point,4017,QLD,6,96,27.0,18-29,30.0,Major Cities of Australia,1.0,100.0,Silver
169,Griswold,Kelsall,Male,55,Health,High Net Worth,Yes,11,74127 Blaine Point,3805,VIC,7,52,28.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Platinum
170,Abner,Fraschetti,Male,33,Argiculture,Affluent Customer,No,13,67 Northport Avenue,3805,VIC,7,166,36.0,30-39,20.0,Major Cities of Australia,1.0,100.0,Platinum
171,Antonietta,Egle,Female,82,Financial Services,Mass Customer,No,7,590 Hagan Parkway,3805,VIC,7,259,48.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Gold
172,Lavena,Seekings,Female,87,Retail,Mass Customer,No,16,293 Mayfield Street,3166,VIC,10,54,26.0,18-29,20.0,Major Cities of Australia,1.0,100.0,Platinum
173,Casandra,Betteridge,Female,29,Financial Services,Affluent Customer,Yes,9,68 Bluestem Center,3166,VIC,10,854,79.0,70+,20.0,Major Cities of Australia,1.0,100.0,Silver
174,Martelle,Tuppeny,Female,52,Manufacturing,Mass Customer,No,9,261 Grayhawk Way,2226,NSW,10,54,41.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Platinum
175,Ermentrude,Heindle,Female,47,Argiculture,Mass Customer,No,7,307 Knutson Center,2226,NSW,10,191,52.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Platinum
176,Otes,Elegood,Male,67,Financial Services,High Net Worth,No,21,2632 Del Mar Point,2226,NSW,11,808,81.0,70+,10.0,Major Cities of Australia,1.0,100.0,Bronze
177,Lesley,Garey,Male,52,Telecommunications,Mass Customer,No,11,924 Lindbergh Court,2226,NSW,9,883,27.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
178,Briant,Ladley,Male,75,Argiculture,Mass Customer,No,12,2 Schlimgen Terrace,2750,NSW,8,57,42.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Bronze
179,Lacy,Drance,Female,27,Manufacturing,Affluent Customer,Yes,14,492 Waywood Lane,2750,NSW,8,133,44.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
180,Lucilia,Minshall,Female,71,IT,Mass Customer,Yes,7,0237 Mallard Place,2750,NSW,8,345,69.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
181,Nils,Champion,Male,69,Retail,Affluent Customer,No,13,261 Holy Cross Park,2750,NSW,9,549,37.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Silver
182,Maximilian,Geffen,Male,96,Manufacturing,Mass Customer,Yes,20,8634 Wayridge Pass,2750,NSW,8,606,66.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
183,Gordon,Rewan,Male,42,Financial Services,Mass Customer,No,5,91 Calypso Trail,2750,NSW,8,651,34.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Platinum
184,Jaimie,Lancastle,Male,71,Financial Services,Mass Customer,Yes,5,0 Bay Drive,2750,NSW,8,722,49.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
185,Marylou,Kirkup,Female,51,Financial Services,Mass Customer,No,14,76733 Sunbrook Terrace,3196,VIC,9,57,49.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Platinum
186,Whittaker,Borsi,Male,64,Financial Services,Mass Customer,Yes,8,683 Florence Way,3156,VIC,5,57,55.0,50-59,20.0,Major Cities of Australia,1.0,100.0,Gold
187,Kit,Easdon,Male,61,Property,Affluent Customer,No,12,3 Roth Junction,3156,VIC,8,433,43.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Platinum
188,Normy,Goodinge,U,5,IT,Mass Customer,No,4,7232 Fulton Parkway,3810,VIC,5,57,80.0,70+,20.0,Major Cities of Australia,0.9719788,97.1978788,Silver
189,Normy,Goodinge,U,5,IT,Mass Customer,No,4,7232 Fulton Parkway,3810,VIC,5,57,80.0,70+,21.0,Inner Regional Australia,0.0280212,2.8021212,Silver
190,Giulietta,Garbott,Female,59,Financial Services,Affluent Customer,Yes,14,48297 Stuart Circle,3810,VIC,5,355,20.0,18-29,20.0,Major Cities of Australia,0.9719788,97.1978788,Bronze
191,Giulietta,Garbott,Female,59,Financial Services,Affluent Customer,Yes,14,48297 Stuart Circle,3810,VIC,5,355,20.0,18-29,21.0,Inner Regional Australia,0.0280212,2.8021212,Bronze
192,Laurena,Borsi,Female,21,Financial Services,High Net Worth,No,10,7 Messerschmidt Crossing,3810,VIC,6,455,60.0,50-59,20.0,Major Cities of Australia,0.9719788,97.1978788,Silver
193,Laurena,Borsi,Female,21,Financial Services,High Net Worth,No,10,7 Messerschmidt Crossing,3810,VIC,6,455,60.0,50-59,21.0,Inner Regional Australia,0.0280212,2.8021212,Silver
194,Amby,Bodega,Male,63,Financial Services,Affluent Customer,Yes,17,669 Declaration Street,3810,VIC,6,974,53.0,50-59,20.0,Major Cities of Australia,0.9719788,97.1978788,Gold
195,Amby,Bodega,Male,63,Financial Services,Affluent Customer,Yes,17,669 Declaration Street,3810,VIC,6,974,53.0,50-59,21.0,Inner Regional Australia,0.0280212,2.8021212,Gold
196,Artemis,Swanson,Male,77,Argiculture,Mass Customer,Yes,13,5 Melvin Park,3810,VIC,5,979,45.0,40-49,20.0,Major Cities of Australia,0.9719788,97.1978788,Platinum
197,Artemis,Swanson,Male,77,Argiculture,Mass Customer,Yes,13,5 Melvin Park,3810,VIC,5,979,45.0,40-49,21.0,Inner Regional Australia,0.0280212,2.8021212,Platinum
198,Jedediah,Kedie,Male,31,Argiculture,Mass Customer,Yes,9,283 Acker Drive,2763,NSW,9,62,50.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
199,Roseanne,Caruth,Female,16,Health,Mass Customer,No,7,33652 Lyons Alley,2763,NSW,9,158,64.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
200,Lark,Gonet,Female,89,Health,High Net Worth,No,8,261 Orin Center,2763,NSW,8,259,50.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
201,Annabell,Downer,Female,33,Financial Services,Affluent Customer,No,20,8738 Lukken Terrace,2763,NSW,9,606,66.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
202,Wylie,Huntingdon,Male,99,Financial Services,Mass Customer,No,15,08822 Duke Road,2763,NSW,8,676,55.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Platinum
203,Kaine,Smallcombe,Male,59,Financial Services,High Net Worth,No,11,9 Mosinee Parkway,2072,NSW,10,62,80.0,70+,10.0,Major Cities of Australia,1.0,100.0,Silver
204,Loise,Iltchev,Female,70,Manufacturing,High Net Worth,Yes,17,45 Becker Place,4504,QLD,6,62,54.0,50-59,30.0,Major Cities of Australia,1.0,100.0,Silver
205,Cristen,Maroney,Female,22,IT,High Net Worth,Yes,7,27 Karstens Crossing,4214,QLD,7,65,22.0,18-29,30.0,Major Cities of Australia,1.0,100.0,Silver
206,Manya,Abramovici,Female,42,Financial Services,High Net Worth,Yes,13,8 Randy Park,4214,QLD,8,304,66.0,60-69,30.0,Major Cities of Australia,1.0,100.0,Silver
207,Dorothy,Barnardo,Female,58,Retail,High Net Worth,No,12,9630 Cottonwood Avenue,2168,NSW,8,65,39.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Platinum
208,Abbie,Oldman,Male,82,Health,High Net Worth,Yes,5,4 North Drive,2168,NSW,8,212,38.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Bronze
209,Egon,Ortells,Male,35,Manufacturing,Affluent Customer,No,13,3 Sundown Hill,2168,NSW,9,274,45.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
210,Fara,Sarath,Female,75,Financial Services,Mass Customer,No,22,540 Forest Run Plaza,2168,NSW,7,386,73.0,70+,10.0,Major Cities of Australia,1.0,100.0,Bronze
211,Elvira,Darthe,Female,10,Financial Services,Affluent Customer,No,16,89 Green Ridge Point,2168,NSW,9,536,46.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
212,Dorian,Emery,Female,94,Manufacturing,Mass Customer,Yes,9,67 Beilfuss Plaza,2168,NSW,8,609,23.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
213,Evered,Gludor,Male,3,Manufacturing,High Net Worth,Yes,15,305 Sloan Junction,2168,NSW,8,967,70.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
214,Rosmunda,Duxbarry,Female,69,Property,Affluent Customer,Yes,5,989 Graedel Terrace,4208,QLD,11,65,25.0,18-29,30.0,Major Cities of Australia,1.0,99.9999999,Bronze
215,Kermit,Lebond,Male,36,Financial Services,Mass Customer,No,4,71 Ludington Center,4208,QLD,8,295,42.0,40-49,30.0,Major Cities of Australia,1.0,99.9999999,Silver
216,Rozamond,Riha,Female,54,Manufacturing,Affluent Customer,Yes,16,76 Bartelt Center,4078,QLD,7,68,37.0,30-39,30.0,Major Cities of Australia,1.0,100.0,Platinum
217,Tannie,Petrakov,Male,84,IT,Affluent Customer,No,10,691 Valley Edge Alley,4078,QLD,6,341,70.0,60-69,30.0,Major Cities of Australia,1.0,100.0,Silver
218,Patrice,Pariss,Male,96,Financial Services,Mass Customer,No,9,3745 Thierer Trail,4078,QLD,5,691,67.0,60-69,30.0,Major Cities of Australia,1.0,100.0,Bronze
219,Gunner,Petti,Male,62,Financial Services,High Net Worth,Yes,3,29778 Mendota Drive,4036,QLD,5,68,22.0,18-29,30.0,Major Cities of Australia,1.0,100.0,Bronze
220,Ellsworth,Andrieux,Male,49,Financial Services,Affluent Customer,Yes,10,08912 Carberry Place,4036,QLD,7,248,50.0,40-49,30.0,Major Cities of Australia,1.0,100.0,Silver
221,Vivienne,Crayden,Female,82,Financial Services,High Net Worth,Yes,6,69 Algoma Center,4173,QLD,7,68,33.0,30-39,30.0,Major Cities of Australia,1.0,100.0,Bronze
222,Sherilyn,Canero,Female,11,Health,High Net Worth,Yes,13,8288 Lyons Way,2484,NSW,7,68,25.0,18-29,10.0,Major Cities of Australia,0.4964404,49.6440424,Silver
223,Sherilyn,Canero,Female,11,Health,High Net Worth,Yes,13,8288 Lyons Way,2484,NSW,7,68,25.0,18-29,11.0,Inner Regional Australia,0.5035596,50.3559576,Silver
224,Erasmus,Olenchenko,Male,56,Property,Mass Customer,Yes,5,415 Rockefeller Trail,2484,NSW,7,464,57.0,50-59,10.0,Major Cities of Australia,0.4964404,49.6440424,Silver
225,Erasmus,Olenchenko,Male,56,Property,Mass Customer,Yes,5,415 Rockefeller Trail,2484,NSW,7,464,57.0,50-59,11.0,Inner Regional Australia,0.5035596,50.3559576,Silver
226,Bessie,Roscow,Female,78,Financial Services,Mass Customer,No,9,4185 Florence Trail,2121,NSW,10,72,27.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Platinum
227,Gerianne,Kaysor,U,15,IT,Affluent Customer,No,5,882 Toban Lane,2121,NSW,11,599,80.0,70+,10.0,Major Cities of Australia,1.0,100.0,Platinum
228,Willard,Booton,Male,69,Health,High Net Worth,Yes,7,05 Ronald Regan Alley,2121,NSW,9,688,83.0,70+,10.0,Major Cities of Australia,1.0,100.0,Bronze
229,Bartram,Caltun,Male,28,Health,Affluent Customer,Yes,12,174 Farwell Point,2121,NSW,11,725,65.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
230,Benedikta,Naptin,Female,59,Retail,Mass Customer,Yes,15,345 Fieldstone Park,2121,NSW,11,956,26.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Silver
231,Daryle,Marginson,Male,93,Argiculture,Mass Customer,Yes,9,21316 Ohio Place,2121,NSW,12,979,35.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Silver
232,Kevina,Ferandez,Female,73,Financial Services,High Net Worth,No,15,9608 Heffernan Drive,4068,QLD,9,72,22.0,18-29,30.0,Major Cities of Australia,1.0,100.0,Bronze
233,Jenelle,Mc-Kerley,Female,40,Financial Services,Mass Customer,Yes,16,9 Springview Terrace,4068,QLD,5,378,80.0,70+,30.0,Major Cities of Australia,1.0,100.0,Silver
234,Yancy,Clementet,Male,5,Financial Services,High Net Worth,No,15,9 Union Center,2147,NSW,9,72,54.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Bronze
235,Ahmed,Pickthorne,Male,46,Financial Services,High Net Worth,Yes,15,50 American Street,2147,NSW,9,329,62.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
236,Wheeler,Godsil,Male,51,Manufacturing,Affluent Customer,Yes,6,7 Spaight Drive,2147,NSW,9,626,28.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
237,Shepperd,Leonards,Male,17,Manufacturing,Mass Customer,Yes,5,38 Nobel Lane,2147,NSW,9,733,40.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Silver
238,Mabelle,Wellbelove,Female,76,Financial Services,Affluent Customer,Yes,19,800 Emmet Park,2219,NSW,9,72,63.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
239,Marilin,Frome,Female,58,IT,Mass Customer,Yes,17,52 Bobwhite Court,2219,NSW,9,430,46.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Bronze
240,Tobias,Woodhams,Male,0,Health,Mass Customer,No,17,4 Valley Edge Plaza,2759,NSW,9,77,60.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
241,Teddy,Lagadu,Female,86,Financial Services,High Net Worth,No,6,2 Charing Cross Trail,2759,NSW,8,120,52.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
242,Ferdinand,Billie,Male,97,Manufacturing,Mass Customer,No,6,660 Carey Avenue,2759,NSW,8,700,56.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Bronze
243,Anthony,Morison,Male,7,Health,Mass Customer,No,12,276 Derek Circle,2759,NSW,9,797,83.0,70+,10.0,Major Cities of Australia,1.0,100.0,Silver
244,Glennis,Flintoff,Female,36,Health,Affluent Customer,Yes,13,1601 Rutledge Lane,3030,VIC,7,78,65.0,60-69,20.0,Major Cities of Australia,0.9795998,97.9599788,Silver
245,Glennis,Flintoff,Female,36,Health,Affluent Customer,Yes,13,1601 Rutledge Lane,3030,VIC,7,78,65.0,60-69,21.0,Inner Regional Australia,0.0204002,2.0400212,Silver
246,Tracy,Andrejevic,U,71,IT,Mass Customer,Yes,11,5675 Burning Wood Trail,3030,VIC,7,361,80.0,70+,20.0,Major Cities of Australia,0.9795998,97.9599788,Silver
247,Tracy,Andrejevic,U,71,IT,Mass Customer,Yes,11,5675 Burning Wood Trail,3030,VIC,7,361,80.0,70+,21.0,Inner Regional Australia,0.0204002,2.0400212,Silver
248,Rodney,Trethewey,Male,16,Financial Services,Affluent Customer,No,15,737 Service Lane,3030,VIC,8,441,24.0,18-29,20.0,Major Cities of Australia,0.9795998,97.9599788,Silver
249,Rodney,Trethewey,Male,16,Financial Services,Affluent Customer,No,15,737 Service Lane,3030,VIC,8,441,24.0,18-29,21.0,Inner Regional Australia,0.0204002,2.0400212,Silver
250,Glendon,Malham,Male,36,Manufacturing,Mass Customer,No,17,6 Anzinger Pass,3030,VIC,6,722,56.0,50-59,20.0,Major Cities of Australia,0.9795998,97.9599788,Silver
251,Glendon,Malham,Male,36,Manufacturing,Mass Customer,No,17,6 Anzinger Pass,3030,VIC,6,722,56.0,50-59,21.0,Inner Regional Australia,0.0204002,2.0400212,Silver
252,Trudie,Phinnessy,Female,45,Financial Services,Mass Customer,Yes,15,077 Dennis Lane,3030,VIC,9,751,61.0,60-69,20.0,Major Cities of Australia,0.9795998,97.9599788,Silver
253,Trudie,Phinnessy,Female,45,Financial Services,Mass Customer,Yes,15,077 Dennis Lane,3030,VIC,9,751,61.0,60-69,21.0,Inner Regional Australia,0.0204002,2.0400212,Silver
254,Dru,Crellim,Female,57,Financial Services,Mass Customer,No,12,90 Morningstar Drive,3030,VIC,7,904,59.0,50-59,20.0,Major Cities of Australia,0.9795998,97.9599788,Silver
255,Dru,Crellim,Female,57,Financial Services,Mass Customer,No,12,90 Morningstar Drive,3030,VIC,7,904,59.0,50-59,21.0,Inner Regional Australia,0.0204002,2.0400212,Silver
256,Chanda,Mensler,Female,15,Manufacturing,Mass Customer,Yes,13,0 Mockingbird Plaza,2212,NSW,10,78,50.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
257,Katheryn,Kinner,Female,15,Entertainment,High Net Worth,No,6,1665 Kenwood Center,2518,NSW,6,78,48.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
258,Sumner,Carrivick,Male,53,Manufacturing,Mass Customer,No,15,5 4th Center,2097,NSW,12,78,26.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Bronze
259,Demetria,Bausor,Female,73,Entertainment,Mass Customer,Yes,9,97 Transport Plaza,2097,NSW,12,396,60.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
260,Chaim,Kingdon,Male,63,Financial Services,Affluent Customer,Yes,15,42590 Bellgrove Court,2097,NSW,9,599,26.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Platinum
261,Esther,Rooson,Female,14,Financial Services,Mass Customer,No,5,5186 Main Trail,2046,NSW,9,78,41.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Bronze
262,Donn,MacGregor,Male,80,Manufacturing,High Net Worth,No,5,0439 Mandrake Park,2046,NSW,10,536,56.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
263,Irvin,Bevans,Male,82,Manufacturing,Mass Customer,No,12,5880 Hauk Street,2046,NSW,11,644,59.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
264,Kellina,Haygreen,Female,38,Entertainment,Affluent Customer,No,18,5731 Bunker Hill Lane,2046,NSW,10,778,56.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Silver
265,Gardie,Crellim,Male,58,Manufacturing,High Net Worth,No,8,564 Forest Dale Avenue,3161,VIC,12,84,46.0,40-49,20.0,Major Cities of Australia,1.0,100.0,Silver
266,Sean,O'Loughlin,Male,48,Manufacturing,High Net Worth,Yes,16,83 Old Gate Point,2576,NSW,10,85,60.0,50-59,11.0,Inner Regional Australia,1.0,100.0,Bronze
267,Marysa,Rouchy,Female,8,Entertainment,Affluent Customer,No,5,411 Twin Pines Way,2026,NSW,9,85,23.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Silver
268,Dorian,Stollen,Male,78,Financial Services,Mass Customer,Yes,18,72922 Cambridge Terrace,2026,NSW,11,219,42.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Bronze
269,Lea,Ilyinski,Female,75,Financial Services,High Net Worth,No,12,895 Glendale Park,2026,NSW,12,252,24.0,18-29,10.0,Major Cities of Australia,1.0,100.0,Platinum
270,Emelen,Bidnall,Male,79,Health,Affluent Customer,Yes,11,11 Oak Terrace,2026,NSW,12,302,40.0,30-39,10.0,Major Cities of Australia,1.0,100.0,Bronze
271,Claresta,MacConnulty,Female,6,Financial Services,Mass Customer,Yes,20,0516 Fremont Point,2026,NSW,9,366,64.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Silver
272,Leonora,Swetenham,Female,66,IT,Mass Customer,Yes,10,660 Hallows Place,2026,NSW,10,832,54.0,50-59,10.0,Major Cities of Australia,1.0,100.0,Platinum
273,Kahaleel,Borsi,Male,5,Financial Services,High Net Worth,No,13,12 Arapahoe Park,2035,NSW,12,88,79.0,70+,10.0,Major Cities of Australia,1.0,100.0,Silver
274,Justinn,Haruard,Female,48,Health,High Net Worth,No,11,00 Judy Terrace,2035,NSW,12,414,63.0,60-69,10.0,Major Cities of Australia,1.0,100.0,Bronze
275,Gaultiero,Fibbens,Male,41,Financial Services,Affluent Customer,No,9,938 Bartillon Hill,2035,NSW,11,507,41.0,40-49,10.0,Major Cities of Australia,1.0,100.0,Silver
276,Ossie,Midden,Male,49,Manufacturing,Mass Customer,Yes,14,4915 Debra Center,2479,NSW,9,89,72.0,70+,11.0,Inner Regional Australia,1.0,100.0,Silver
277,Sid,Carlone,Male,24,Health,Affluent Customer,No,16,76 Sunnyside Avenue,4670,QLD,2,89,50.0,40-49,31.0,Inner Regional Australia,0.9965872,99.65872,Bronze
278,Sid,Carlone,Male,24,Health,Affluent Customer,No,16,76 Sunnyside Avenue,4670,QLD,2,89,50.0,40-49,32.0,Outer Regional Australia,0.0034128,0.34128,Bronze
279,Gina,Mallon,Female,56,Health,Mass Customer,No,12,13025 Johnson Plaza,4670,QLD,2,102,28.0,18-29,31.0,Inner Regional Australia,0.9965872,99.65872,Silver
